index,name,trips,lat,lon,trips_scaled
4868,Marylebone - St. Luke's,17661,"(51.51948, 51.52613)","(-0.15783, -0.0929)",0.06787504227777265
2470,Clerkenwell - Haggerston,17641,"(51.5262, 51.53581)","(-0.10962, -0.07083)",0.06779817360022138
2163,Chelsea - Vauxhall,17594,"(51.48862, 51.49028)","(-0.16723, -0.1185)",0.0676175322079759
1931,Camden Town - Maida Vale,17547,"(51.53821, 51.52626)","(-0.14134, -0.18231)",0.0674368908157304
733,Battersea - Putney,17547,"(51.47151, 51.46188)","(-0.16366, -0.2143)",0.0674368908157304
1209,Bethnal Green - Clerkenwell,17500,"(51.52744, 51.5262)","(-0.05739, -0.10962)",0.06725624942348492
4681,Liverpool Street - Shadwell,17464,"(51.51883, 51.51053)","(-0.08165, -0.05564)",0.06711788580389264
1548,Borough - Monument,17462,"(51.49946, 51.50981)","(-0.09326, -0.08432)",0.0671101989361375
2439,Clapham Junction - Vauxhall,17461,"(51.46406, 51.49028)","(-0.17169, -0.1185)",0.06710635550225993
5218,Nine Elms - Westminster,17409,"(51.48107, 51.49676)","(-0.1387, -0.13301)",0.06690649694062663
6414,Vauxhall - Wandsworth Road,17374,"(51.49028, 51.47301)","(-0.1185, -0.13444)",0.06677197675491191
868,Battersea Park - Walham Green,17365,"(51.47738, 51.47731)","(-0.1542, -0.19283)",0.06673738585001383
4330,Kensington - West Brompton,17327,"(51.50034, 51.48486)","(-0.19268, -0.18634)",0.06659133536266643
1558,Borough - Pimlico,17298,"(51.49946, 51.48891)","(-0.09326, -0.13785)",0.06647987578021708
4559,Ladbroke Grove - Shepherd's Bush,17287,"(51.51095, 51.50309)","(-0.20618, -0.21891)",0.06643759800756388
143,Angel - Euston,17267,"(51.53324, 51.5261)","(-0.10652, -0.13489)",0.06636072933001261
4442,King's Cross - St. Paul's,17257,"(51.53367, 51.51356)","(-0.12209, -0.0994)",0.06632229499123697
924,Bayswater - Ladbroke Grove,17252,"(51.515, 51.51095)","(-0.18647, -0.20618)",0.06630307782184915
6171,St. James's - Strand,17234,"(51.50703, 51.51027)","(-0.1332, -0.12048)",0.06623389601205301
1101,Bermondsey - Canary Wharf,17163,"(51.49718, 51.50414)","(-0.073, -0.0204)",0.065961012206746
6273,Stepney - Tower,17148,"(51.51704, 51.50894)","(-0.04924, -0.07437)",0.06590336069858255
4097,Hyde Park - Shepherd's Bush,17116,"(51.50562, 51.50309)","(-0.16149, -0.21891)",0.06578037081450051
3247,Finsbury - Liverpool Street,17105,"(51.52687, 51.51883)","(-0.10235, -0.08165)",0.0657380930418473
3841,Hammersmith - West Chelsea,17082,"(51.48948, 51.48226)","(-0.22358, -0.17975)",0.06564969406266334
1477,Bloomsbury - St. Paul's,17076,"(51.52292, 51.51356)","(-0.12635, -0.0994)",0.06562663345939797
5730,Queen Elizabeth Olympic Park - Shoreditch,17073,"(51.54529, 51.52416)","(-0.01581, -0.07619)",0.06561510315776527
3723,Haggerston - Old Ford,17042,"(51.53581, 51.53424)","(-0.07083, -0.03165)",0.0654959567075608
3318,Fitzrovia - Hyde Park,17031,"(51.51986, 51.50562)","(-0.13867, -0.16149)",0.0654536789349076
6197,St. Luke's - Strand,16984,"(51.52613, 51.51027)","(-0.0929, -0.12048)",0.06527303754266212
4747,London Bridge - South Bank,16971,"(51.50423, 51.50561)","(-0.08544, -0.1129)",0.06522307290225379
523,Bankside - Shoreditch,16966,"(51.50618, 51.52416)","(-0.09824, -0.07619)",0.06520385573286597
4360,Kensington Gardens - Portobello,16965,"(51.506, 51.51844)","(-0.18487, -0.2023)",0.0652000122989884
5458,Oval - Waterloo,16957,"(51.48354, 51.50095)","(-0.11382, -0.11342)",0.0651692648279679
6080,South Bank - Southwark,16949,"(51.50561, 51.50394)","(-0.1129, -0.10448)",0.0651385173569474
3474,Guildhall - Hoxton,16944,"(51.51718, 51.53134)","(-0.09211, -0.08565)",0.06511930018755957
5572,Pimlico - St. James's,16931,"(51.48891, 51.50703)","(-0.13785, -0.1332)",0.06506933554715125
3707,Haggerston - King's Cross,16924,"(51.53581, 51.53367)","(-0.07083, -0.12209)",0.0650424315100083
497,Bankside - London Bridge,16872,"(51.50618, 51.50423)","(-0.09824, -0.08544)",0.06484257294837499
424,Bank - Stepney,16871,"(51.5128, 51.51704)","(-0.09163, -0.04924)",0.06483872951449743
4496,Knightsbridge - Shepherd's Bush,16799,"(51.49808, 51.50309)","(-0.16788, -0.21891)",0.06456200227531285
823,Battersea Park - Marylebone,16784,"(51.47738, 51.51948)","(-0.1542, -0.15783)",0.0645043507671494
4493,Knightsbridge - Sands End,16727,"(51.49808, 51.47049)","(-0.16788, -0.18915)",0.06428527503612828
6531,West Chelsea - Westminster,16723,"(51.48226, 51.49676)","(-0.17975, -0.13301)",0.06426990130061802
3865,Holborn - Monument,16709,"(51.51776, 51.50981)","(-0.11324, -0.08432)",0.06421609322633214
5079,Monument - Shadwell,16664,"(51.50981, 51.51053)","(-0.08432, -0.05564)",0.06404313870184178
5081,Monument - Shoreditch,16628,"(51.50981, 51.52416)","(-0.08432, -0.07619)",0.06390477508224948
4659,Liverpool Street - Marylebone,16575,"(51.51883, 51.51948)","(-0.08165, -0.15783)",0.06370107308673861
5507,Paddington - West End,16544,"(51.51778, 51.50988)","(-0.17339, -0.13306)",0.06358192663653414
2068,Canary Wharf - Tower,16528,"(51.50414, 51.50894)","(-0.0204, -0.07437)",0.06352043169449313
394,Bank - Moorgate,16520,"(51.5128, 51.5203)","(-0.09163, -0.08794)",0.06348968422347262
3138,Euston - Waterloo,16455,"(51.5261, 51.50095)","(-0.13489, -0.11342)",0.06323986102143099
4863,Marylebone - Somers Town,16413,"(51.51948, 51.52907)","(-0.15783, -0.13026)",0.06307843679857332
4685,Liverpool Street - Soho,16391,"(51.51883, 51.5134)","(-0.08165, -0.13325)",0.06299388125326692
972,Bayswater - Victoria,16377,"(51.515, 51.49382)","(-0.18647, -0.14285)",0.06294007317898102
2403,Clapham Junction - Nine Elms,16324,"(51.46406, 51.48107)","(-0.17169, -0.1387)",0.06273637118347015
3410,Fulham - Mayfair,16323,"(51.47634, 51.50988)","(-0.21127, -0.1479)",0.06273252774959259
6300,Stockwell - Walworth,16281,"(51.4741, 51.48986)","(-0.11947, -0.09434)",0.06257110352673492
3099,Euston - Paddington,16277,"(51.5261, 51.51778)","(-0.13489, -0.17339)",0.06255572979122467
3001,Elephant & Castle - Liverpool Street,16243,"(51.49684, 51.51883)","(-0.10327, -0.08165)",0.06242505303938751
874,Battersea Park - Waterloo,16228,"(51.47738, 51.50095)","(-0.1542, -0.11342)",0.062367401531224054
6269,Stepney - Strand,16212,"(51.51704, 51.51027)","(-0.04924, -0.12048)",0.06230590658918304
1246,Bethnal Green - Moorgate,16210,"(51.52744, 51.5203)","(-0.05739, -0.08794)",0.06229821972142791
3896,Holborn - Stepney,16199,"(51.51776, 51.51704)","(-0.11324, -0.04924)",0.062255941948774714
5176,Nine Elms - Pimlico,16177,"(51.48107, 51.48891)","(-0.1387, -0.13785)",0.062171386403468316
802,Battersea Park - Fulham,16154,"(51.47738, 51.47634)","(-0.1542, -0.21127)",0.06208298742428435
4257,Kennington - Walworth,16142,"(51.48872, 51.48986)","(-0.10729, -0.09434)",0.06203686621775359
346,Bank - Bloomsbury,16121,"(51.5128, 51.52292)","(-0.09163, -0.12635)",0.061956154106324754
5205,Nine Elms - Victoria,16115,"(51.48107, 51.49382)","(-0.1387, -0.14285)",0.061933093503059373
5026,Millwall - Shadwell,16099,"(51.49424, 51.51053)","(-0.02052, -0.05564)",0.06187159856101836
3566,Hackney Central - Mile End,16078,"(51.53829, 51.52326)","(-0.05902, -0.03619)",0.06179088644958952
4639,Limehouse - Tower,16071,"(51.5121, 51.50894)","(-0.03294, -0.07437)",0.06176398241244658
2554,Covent Garden - Fitzrovia,16044,"(51.51554, 51.51986)","(-0.12301, -0.13867)",0.061660209697752356
5090,Monument - St. Paul's,16028,"(51.50981, 51.51356)","(-0.08432, -0.0994)",0.06159871475571134
585,Barbican - Finsbury,16026,"(51.52011, 51.52687)","(-0.09512, -0.10235)",0.061591027887956215
3384,Fitzrovia - West End,16014,"(51.51986, 51.50988)","(-0.13867, -0.13306)",0.061544906681425454
814,Battersea Park - Kensington,16010,"(51.47738, 51.50034)","(-0.1542, -0.19268)",0.0615295329459152
1291,Bethnal Green - Wapping,15995,"(51.52744, 51.50669)","(-0.05739, -0.06397)",0.061471881437751744
1263,Bethnal Green - Shadwell,15991,"(51.52744, 51.51053)","(-0.05739, -0.05564)",0.06145650770224149
4924,Mayfair - St. James's,15968,"(51.50988, 51.50703)","(-0.1479, -0.1332)",0.06136810872305753
96,Aldgate - Tower,15956,"(51.51398, 51.50894)","(-0.07464, -0.07437)",0.06132198751652677
1174,Bermondsey - Stockwell,15932,"(51.49718, 51.4741)","(-0.073, -0.11947)",0.06122974510346524
5880,Shadwell - Shoreditch,15930,"(51.51053, 51.52416)","(-0.05564, -0.07619)",0.061222058235710114
1022,Belgravia - Hyde Park,15920,"(51.49656, 51.50562)","(-0.15272, -0.16149)",0.06118362389693448
1986,Camden Town - West End,15866,"(51.53821, 51.50988)","(-0.14134, -0.13306)",0.06097607846754605
403,Bank - Pimlico,15862,"(51.5128, 51.48891)","(-0.09163, -0.13785)",0.06096070473203579
2602,Covent Garden - Soho,15856,"(51.51554, 51.5134)","(-0.12301, -0.13325)",0.06093764412877041
695,Battersea - Fulham,15824,"(51.47151, 51.47634)","(-0.16366, -0.21127)",0.060814654244688376
3364,Fitzrovia - St.John's Wood,15819,"(51.51986, 51.52981)","(-0.13867, -0.17254)",0.06079543707530056
3780,Hammersmith - Kensington Gardens,15816,"(51.48948, 51.506)","(-0.22358, -0.18487)",0.060783906773667865
1594,Borough - Wapping,15794,"(51.49946, 51.50669)","(-0.09326, -0.06397)",0.06069935122836147
636,Barbican - South Bank,15792,"(51.52011, 51.50561)","(-0.09512, -0.1129)",0.06069166436060634
2158,Chelsea - Strand,15768,"(51.48862, 51.51027)","(-0.16723, -0.12048)",0.060599421947544814
4948,Mayfair - West Kensington,15767,"(51.50988, 51.4876)","(-0.1479, -0.20617)",0.06059557851366725
3174,Farringdon - Moorgate,15651,"(51.51778, 51.5203)","(-0.1022, -0.08794)",0.06014974018386988
6193,St. Luke's - St. Paul's,15616,"(51.52613, 51.51356)","(-0.0929, -0.0994)",0.06001521999815515
87,Aldgate - St. Luke's,15609,"(51.51398, 51.52613)","(-0.07464, -0.0929)",0.05998831596101221
3608,Hackney Central - Victoria Park,15547,"(51.53829, 51.53902)","(-0.05902, -0.03903)",0.059750023060603265
3397,Fulham - Hyde Park,15482,"(51.47634, 51.50562)","(-0.21127, -0.16149)",0.059500199858561635
2660,Cubitt Town - Limehouse,15464,"(51.49292, 51.5121)","(-0.01048, -0.03294)",0.05943101804876549
137,Angel - Covent Garden,15439,"(51.53324, 51.51554)","(-0.10652, -0.12301)",0.0593349322018264
3904,Holborn - Victoria,15434,"(51.51776, 51.49382)","(-0.11324, -0.14285)",0.059315715032438585
2856,Earl's Court - Sands End,15424,"(51.49213, 51.47049)","(-0.19276, -0.18915)",0.05927728069366295
3519,Guildhall - St. Luke's,15403,"(51.51718, 51.52613)","(-0.09211, -0.0929)",0.05919656858223411
1583,Borough - Temple,15343,"(51.49946, 51.5121)","(-0.09326, -0.10936)",0.058965962549580295
6104,South Bank - West End,15323,"(51.50561, 51.50988)","(-0.1129, -0.13306)",0.05888909387202902
226,Angel - Whitechapel,15280,"(51.53324, 51.51808)","(-0.10652, -0.06597)",0.05872382621529379
51,Aldgate - Limehouse,15277,"(51.51398, 51.5121)","(-0.07464, -0.03294)",0.0587122959136611
3121,Euston - St.John's Wood,15273,"(51.5261, 51.52981)","(-0.13489, -0.17254)",0.05869692217815085
4779,Maida Vale - Mayfair,15266,"(51.52626, 51.50988)","(-0.18231, -0.1479)",0.058670018141007904
4663,Liverpool Street - Monument,15222,"(51.51883, 51.50981)","(-0.08165, -0.08432)",0.0585009070503951
741,Battersea - Sloane Square,15181,"(51.47151, 51.49313)","(-0.16366, -0.15688)",0.058343326261415
4761,London Bridge - Vauxhall,15174,"(51.50423, 51.49028)","(-0.08544, -0.1185)",0.05831642222427205
1532,Borough - Hyde Park,15169,"(51.49946, 51.50562)","(-0.09326, -0.16149)",0.058297205054884234
576,Barbican - Clerkenwell,15164,"(51.52011, 51.5262)","(-0.09512, -0.10962)",0.058277987885496416
344,Bank - Bethnal Green,15145,"(51.5128, 51.52744)","(-0.09163, -0.05739)",0.05820496264182271
1901,Camden Town - Covent Garden,15083,"(51.53821, 51.51554)","(-0.14134, -0.12301)",0.05796666974141377
83,Aldgate - South Bank,15063,"(51.51398, 51.50561)","(-0.07464, -0.1129)",0.057889801063862496
