index,name,trips,lat,lon,trips_scaled
2176,Chelsea - West Kensington,25905,"(51.48862, 51.4876)","(-0.16723, -0.20617)",0.09956031116440672
3166,Farringdon - Liverpool Street,25887,"(51.51778, 51.51883)","(-0.1022, -0.08165)",0.09949112935461059
2484,Clerkenwell - Liverpool Street,25862,"(51.5262, 51.51883)","(-0.10962, -0.08165)",0.09939504350767149
1542,Borough - London Bridge,25813,"(51.49946, 51.50423)","(-0.09326, -0.08544)",0.09920671524767087
5552,Parson's Green - West Kensington,25722,"(51.47204, 51.4876)","(-0.20051, -0.20617)",0.0988569627648126
6365,Temple - Waterloo,25583,"(51.5121, 51.50095)","(-0.10936, -0.11342)",0.09832272545583126
4743,London Bridge - Shoreditch,25480,"(51.50423, 51.52416)","(-0.08544, -0.07619)",0.09792685176644221
439,Bank - Wapping,25466,"(51.5128, 51.50669)","(-0.09163, -0.06397)",0.09787304369215633
1658,Bow - Poplar,25436,"(51.5255, 51.51362)","(-0.02317, -0.01592)",0.09775774067582942
4770,London Bridge - Waterloo,25399,"(51.50423, 51.50095)","(-0.08544, -0.11342)",0.09761553362235956
4334,Kensington - Westminster,25396,"(51.50034, 51.49676)","(-0.19268, -0.13301)",0.09760400332072687
2,Aldgate - Bank,25305,"(51.51398, 51.5128)","(-0.07464, -0.09163)",0.09725425083786858
1313,Blackwall - Cubitt Town,25195,"(51.5072, 51.49292)","(-0.0059, -0.01048)",0.0968314731113366
1112,Bermondsey - Elephant & Castle,25176,"(51.49718, 51.49684)","(-0.073, -0.10327)",0.09675844786766288
1606,Bow - Canary Wharf,25059,"(51.5255, 51.50414)","(-0.02317, -0.0204)",0.09630876610398795
6124,South Kensington - Walham Green,25056,"(51.49441, 51.47731)","(-0.17807, -0.19283)",0.09629723580235526
3746,Haggerston - St. Luke's,25029,"(51.53581, 51.52613)","(-0.07083, -0.0929)",0.09619346308766104
5592,Pimlico - Waterloo,25018,"(51.48891, 51.50095)","(-0.13785, -0.11342)",0.09615118531500784
3060,Elephant & Castle - Westminster,24994,"(51.49684, 51.49676)","(-0.10327, -0.13301)",0.09605894290194632
6297,Stockwell - Victoria,24979,"(51.4741, 51.49382)","(-0.11947, -0.14285)",0.09600129139378286
5893,Shadwell - Strand,24979,"(51.51053, 51.51027)","(-0.05564, -0.12048)",0.09600129139378286
5198,Nine Elms - Stockwell,24920,"(51.48107, 51.4741)","(-0.1387, -0.11947)",0.09577452879500661
4321,Kensington - Victoria,24851,"(51.50034, 51.49382)","(-0.19268, -0.14285)",0.09550933185745472
5897,Shadwell - Tower,24776,"(51.51053, 51.50894)","(-0.05564, -0.07437)",0.09522107431663746
417,Bank - South Bank,24774,"(51.5128, 51.50561)","(-0.09163, -0.1129)",0.09521338744888233
5107,Monument - Wapping,24644,"(51.50981, 51.50669)","(-0.08432, -0.06397)",0.09471374104479906
484,Bankside - Holborn,24533,"(51.50618, 51.51776)","(-0.09824, -0.11324)",0.09428711988438951
3915,Holborn - West End,24499,"(51.51776, 51.50988)","(-0.11324, -0.13306)",0.09415644313255235
3699,Haggerston - Holborn,24484,"(51.53581, 51.51776)","(-0.07083, -0.11324)",0.09409879162438889
6433,Victoria - West Chelsea,24473,"(51.49382, 51.48226)","(-0.14285, -0.17975)",0.09405651385173569
6158,Southwark - Waterloo,24434,"(51.50394, 51.50095)","(-0.10448, -0.11342)",0.09390661993051072
4701,Liverpool Street - Vauxhall,24357,"(51.51883, 51.49028)","(-0.08165, -0.1185)",0.09361067552193832
5838,Sands End - West Kensington,24258,"(51.47049, 51.4876)","(-0.18915, -0.20617)",0.09323017556805953
2426,Clapham Junction - South Kensington,24242,"(51.46406, 51.49441)","(-0.17169, -0.17807)",0.0931686806260185
1468,Bloomsbury - Shoreditch,24221,"(51.52292, 51.52416)","(-0.12635, -0.07619)",0.09308796851458967
6454,Walham Green - Wandsworth,24219,"(51.47731, 51.45998)","(-0.19283, -0.19446)",0.09308028164683455
4116,Hyde Park - Vauxhall,24209,"(51.50562, 51.49028)","(-0.16149, -0.1185)",0.09304184730805891
789,Battersea Park - Clapham Common,24185,"(51.47738, 51.46137)","(-0.1542, -0.14878)",0.09294960489499739
985,Bayswater - Westminster,24149,"(51.515, 51.49676)","(-0.18647, -0.13301)",0.09281124127540509
5482,Paddington - South Kensington,24118,"(51.51778, 51.49441)","(-0.17339, -0.17807)",0.09269209482520063
2391,Clapham Junction - Knightsbridge,24111,"(51.46406, 51.49808)","(-0.17169, -0.16788)",0.09266519078805768
1157,Bermondsey - Rotherhithe,24085,"(51.49718, 51.4988)","(-0.073, -0.0525)",0.09256526150724102
2515,Clerkenwell - South Bank,24022,"(51.5262, 51.50561)","(-0.10962, -0.1129)",0.09232312517295452
270,Avondale - Kensington,23978,"(51.51154, 51.50034)","(-0.21514, -0.19268)",0.09215401408234172
6135,South Kensington - Westminster,23931,"(51.49441, 51.49676)","(-0.17807, -0.13301)",0.09197337269009624
13,Aldgate - Borough,23925,"(51.51398, 51.49946)","(-0.07464, -0.09326)",0.09195031208683085
4935,Mayfair - Vauxhall,23897,"(51.50988, 51.49028)","(-0.1479, -0.1185)",0.09184269593825908
4267,Kennington - Westminster,23880,"(51.48872, 51.49676)","(-0.10729, -0.13301)",0.0917773575623405
4850,Marylebone - Pimlico,23865,"(51.51948, 51.48891)","(-0.15783, -0.13785)",0.09171970605417704
1471,Bloomsbury - Somers Town,23775,"(51.52292, 51.52907)","(-0.12635, -0.13026)",0.09137379700519632
3919,Holborn - Whitechapel,23715,"(51.51776, 51.51808)","(-0.11324, -0.06597)",0.0911431909725425
3034,Elephant & Castle - Southwark,23705,"(51.49684, 51.50394)","(-0.10327, -0.10448)",0.09110475663376687
3801,Hammersmith - Parson's Green,23636,"(51.48948, 51.47204)","(-0.22358, -0.20051)",0.09083955969621499
1783,Brixton - Vauxhall,23630,"(51.4635, 51.49028)","(-0.11478, -0.1185)",0.0908164990929496
6282,Stepney - Wapping,23622,"(51.51704, 51.50669)","(-0.04924, -0.06397)",0.09078575162192909
5570,Pimlico - South Kensington,23515,"(51.48891, 51.49441)","(-0.13785, -0.17807)",0.09037450419702979
5961,Shoreditch - Strand,23489,"(51.52416, 51.51027)","(-0.07619, -0.12048)",0.09027457491621314
1194,Bermondsey - Westminster,23435,"(51.49718, 51.49676)","(-0.073, -0.13301)",0.09006702948682471
4518,Knightsbridge - Walham Green,23416,"(51.49808, 51.47731)","(-0.16788, -0.19283)",0.089994004243151
3772,Haggerston - Whitechapel,23408,"(51.53581, 51.51808)","(-0.07083, -0.06597)",0.08996325677213049
5595,Pimlico - West End,23402,"(51.48891, 51.50988)","(-0.13785, -0.13306)",0.08994019616886512
5383,Olympia - Shepherd's Bush,23401,"(51.49797, 51.50309)","(-0.2099, -0.21891)",0.08993635273498754
998,Belgravia - Chelsea,23353,"(51.49656, 51.48862)","(-0.15272, -0.16723)",0.0897518679088645
4818,Maida Vale - The Regent's Park,23338,"(51.52626, 51.53038)","(-0.18231, -0.15448)",0.08969421640070104
3342,Fitzrovia - Paddington,23283,"(51.51986, 51.51778)","(-0.13867, -0.17339)",0.08948282753743504
1498,Bloomsbury - West End,23257,"(51.52292, 51.50988)","(-0.12635, -0.13306)",0.0893828982566184
1969,Camden Town - Strand,23211,"(51.53821, 51.51027)","(-0.14134, -0.12048)",0.08920610029825046
2837,Earl's Court - Mayfair,23194,"(51.49213, 51.50988)","(-0.19276, -0.1479)",0.08914076192233189
5113,Monument - Westminster,23179,"(51.50981, 51.49676)","(-0.08432, -0.13301)",0.08908311041416843
6470,Walworth - Waterloo,23086,"(51.48986, 51.50095)","(-0.09434, -0.11342)",0.08872567106355501
1180,Bermondsey - Vauxhall,23042,"(51.49718, 51.49028)","(-0.073, -0.1185)",0.08855655997294222
4812,Maida Vale - St.John's Wood,23038,"(51.52626, 51.52981)","(-0.18231, -0.17254)",0.08854118623743197
4661,Liverpool Street - Mile End,23000,"(51.51883, 51.52326)","(-0.08165, -0.03619)",0.08839513575008455
5968,Shoreditch - Victoria Park,22902,"(51.52416, 51.53902)","(-0.07619, -0.03903)",0.08801847923008332
2524,Clerkenwell - Strand,22890,"(51.5262, 51.51027)","(-0.10962, -0.12048)",0.08797235802355256
4436,King's Cross - Somers Town,22841,"(51.53367, 51.52907)","(-0.12209, -0.13026)",0.08778402976355194
2410,Clapham Junction - Parson's Green,22814,"(51.46406, 51.47204)","(-0.17169, -0.20051)",0.08768025704885773
1900,Camden Town - Clerkenwell,22764,"(51.53821, 51.5262)","(-0.14134, -0.10962)",0.08748808535497955
2989,Elephant & Castle - Holborn,22730,"(51.49684, 51.51776)","(-0.10327, -0.11324)",0.0873574086031424
42,Aldgate - Hoxton,22675,"(51.51398, 51.53134)","(-0.07464, -0.08565)",0.08714601973987639
4129,Hyde Park - West Kensington,22672,"(51.50562, 51.4876)","(-0.16149, -0.20617)",0.0871344894382437
3237,Finsbury - Hoxton,22669,"(51.52687, 51.53134)","(-0.10235, -0.08565)",0.08712295913661101
1421,Bloomsbury - Finsbury,22666,"(51.52292, 51.52687)","(-0.12635, -0.10235)",0.08711142883497833
4290,Kensington - Paddington,22534,"(51.50034, 51.51778)","(-0.19268, -0.17339)",0.08660409556313993
5550,Parson's Green - West Chelsea,22526,"(51.47204, 51.48226)","(-0.20051, -0.17975)",0.08657334809211942
3040,Elephant & Castle - Stockwell,22439,"(51.49684, 51.4741)","(-0.10327, -0.11947)",0.08623896934477139
4463,King's Cross - West End,22436,"(51.53367, 51.50988)","(-0.12209, -0.13306)",0.0862274390431387
5292,Notting Hill - South Kensington,22388,"(51.51034, 51.49441)","(-0.19818, -0.17807)",0.08604295421701565
5544,Parson's Green - Wandsworth,22320,"(51.47204, 51.45998)","(-0.20051, -0.19446)",0.08578160071334133
2062,Canary Wharf - Stepney,22275,"(51.50414, 51.51704)","(-0.0204, -0.04924)",0.08560864618885096
4460,King's Cross - Waterloo,22238,"(51.53367, 51.50095)","(-0.12209, -0.11342)",0.08546643913538111
928,Bayswater - Maida Vale,22223,"(51.515, 51.52626)","(-0.18647, -0.18231)",0.08540878762721767
6211,St. Luke's - Waterloo,22182,"(51.52613, 51.50095)","(-0.0929, -0.11342)",0.08525120683823756
2411,Clapham Junction - Pimlico,22181,"(51.46406, 51.48891)","(-0.17169, -0.13785)",0.08524736340436
2465,Clerkenwell - Fitzrovia,22153,"(51.5262, 51.51986)","(-0.10962, -0.13867)",0.08513974725578821
2342,Clapham Common - Stockwell,22148,"(51.46137, 51.4741)","(-0.14878, -0.11947)",0.08512053008640039
4790,Maida Vale - Paddington,22125,"(51.52626, 51.51778)","(-0.18231, -0.17339)",0.08503213110721643
736,Battersea - Sands End,22100,"(51.47151, 51.47049)","(-0.16366, -0.18915)",0.08493604526027734
2820,Earl's Court - Hammersmith,22031,"(51.49213, 51.48948)","(-0.19276, -0.22358)",0.08467084832272545
4406,King's Cross - Liverpool Street,21955,"(51.53367, 51.51883)","(-0.12209, -0.08165)",0.08437874734803062
1456,Bloomsbury - Paddington,21885,"(51.52292, 51.51778)","(-0.12635, -0.17339)",0.08410970697660117
3032,Elephant & Castle - South Bank,21860,"(51.49684, 51.50561)","(-0.10327, -0.1129)",0.08401362112966208
5142,Moorgate - St. Luke's,21769,"(51.5203, 51.52613)","(-0.08794, -0.0929)",0.0836638686468038
5443,Oval - Stockwell,21733,"(51.48354, 51.4741)","(-0.11382, -0.11947)",0.08352550502721151
4700,Liverpool Street - Tower,21721,"(51.51883, 51.50894)","(-0.08165, -0.07437)",0.08347938382068075
5356,Old Ford - Victoria Park,21704,"(51.53424, 51.53902)","(-0.03165, -0.03903)",0.08341404544476216
5950,Shoreditch - Soho,21703,"(51.52416, 51.5134)","(-0.07619, -0.13325)",0.0834102020108846
4273,Kensington - Ladbroke Grove,21694,"(51.50034, 51.51095)","(-0.19268, -0.20618)",0.08337561110598653
1639,Bow - Limehouse,21682,"(51.5255, 51.5121)","(-0.02317, -0.03294)",0.08332948989945577
3798,Hammersmith - Olympia,21530,"(51.48948, 51.49797)","(-0.22358, -0.2099)",0.08274528795006611
4030,Hoxton - Soho,21501,"(51.53134, 51.5134)","(-0.08565, -0.13325)",0.08263382836761676
2146,Chelsea - Sloane Square,21498,"(51.48862, 51.49313)","(-0.16723, -0.15688)",0.08262229806598408
1184,Bermondsey - Walworth,21469,"(51.49718, 51.48986)","(-0.073, -0.09434)",0.08251083848353473
3050,Elephant & Castle - Walworth,21417,"(51.49684, 51.48986)","(-0.10327, -0.09434)",0.08231097992190142
6226,St. Paul's - Tower,21401,"(51.51356, 51.50894)","(-0.0994, -0.07437)",0.0822494849798604
6291,Stockwell - Strand,21360,"(51.4741, 51.51027)","(-0.11947, -0.12048)",0.0820919041908803
5567,Pimlico - Soho,21330,"(51.48891, 51.5134)","(-0.13785, -0.13325)",0.0819766011745534
194,Angel - Soho,21284,"(51.53324, 51.5134)","(-0.10652, -0.13325)",0.08179980321618546
5619,Poplar - Stepney,21278,"(51.51362, 51.51704)","(-0.01592, -0.04924)",0.08177674261292009
752,Battersea - Stockwell,21273,"(51.47151, 51.4741)","(-0.16366, -0.11947)",0.08175752544353226
682,Battersea - Clapham Common,21264,"(51.47151, 51.46137)","(-0.16366, -0.14878)",0.08172293453863419
5221,North Kensington - Notting Hill,21256,"(51.51904, 51.51034)","(-0.21138, -0.19818)",0.08169218706761369
4648,Limehouse - Wapping,21181,"(51.5121, 51.50669)","(-0.03294, -0.06397)",0.08140392952679643
146,Angel - Fitzrovia,21117,"(51.53324, 51.51986)","(-0.10652, -0.13867)",0.08115794975863234
6218,St. Luke's - Whitechapel,21068,"(51.52613, 51.51808)","(-0.0929, -0.06597)",0.08096962149863174
4527,Knightsbridge - West End,21023,"(51.49808, 51.50988)","(-0.16788, -0.13306)",0.08079666697414138
3888,Holborn - Somers Town,20991,"(51.51776, 51.52907)","(-0.11324, -0.13026)",0.08067367709005935
431,Bank - Vauxhall,20942,"(51.5128, 51.49028)","(-0.09163, -0.1185)",0.08048534883005873
860,Battersea Park - Strand,20898,"(51.47738, 51.51027)","(-0.1542, -0.12048)",0.08031623773944593
357,Bank - Clerkenwell,20881,"(51.5128, 51.5262)","(-0.09163, -0.10962)",0.08025089936352735
6029,Soho - The Regent's Park,20881,"(51.5134, 51.53038)","(-0.13325, -0.15448)",0.08025089936352735
1432,Bloomsbury - Hyde Park,20837,"(51.52292, 51.50562)","(-0.12635, -0.16149)",0.08008178827291455
3873,Holborn - Paddington,20836,"(51.51776, 51.51778)","(-0.11324, -0.17339)",0.08007794483903699
2613,Covent Garden - Strand,20827,"(51.51554, 51.51027)","(-0.12301, -0.12048)",0.08004335393413892
5490,Paddington - Strand,20807,"(51.51778, 51.51027)","(-0.17339, -0.12048)",0.07996648525658764
2376,Clapham Junction - Fulham,20800,"(51.46406, 51.47634)","(-0.17169, -0.21127)",0.0799395812194447
2994,Elephant & Castle - Kennington,20760,"(51.49684, 51.48872)","(-0.10327, -0.10729)",0.07978584386434216
4090,Hyde Park - Portobello,20757,"(51.50562, 51.51844)","(-0.16149, -0.2023)",0.07977431356270946
3849,Holborn - Hyde Park,20740,"(51.51776, 51.50562)","(-0.11324, -0.16149)",0.07970897518679089
4867,Marylebone - St. James's,20725,"(51.51948, 51.50703)","(-0.15783, -0.1332)",0.07965132367862743
3582,Hackney Central - Queen Elizabeth Olympic Park,20712,"(51.53829, 51.54529)","(-0.05902, -0.01581)",0.0796013590382191
1602,Borough - Whitechapel,20627,"(51.49946, 51.51808)","(-0.09326, -0.06597)",0.0792746671586262
6021,Soho - St. Luke's,20625,"(51.5134, 51.52613)","(-0.13325, -0.0929)",0.07926698029087108
4114,Hyde Park - The Regent's Park,20622,"(51.50562, 51.53038)","(-0.16149, -0.15448)",0.07925544998923838
5479,Paddington - Soho,20619,"(51.51778, 51.5134)","(-0.17339, -0.13325)",0.07924391968760569
53,Aldgate - London Bridge,20578,"(51.51398, 51.50423)","(-0.07464, -0.08544)",0.07908633889862558
447,Bank - Whitechapel,20547,"(51.5128, 51.51808)","(-0.09163, -0.06597)",0.07896719244842111
1402,Bloomsbury - Borough,20537,"(51.52292, 51.49946)","(-0.12635, -0.09326)",0.07892875810964547
4620,Limehouse - Shadwell,20490,"(51.5121, 51.51053)","(-0.03294, -0.05564)",0.0787481167174
843,Battersea Park - Sands End,20466,"(51.47738, 51.47049)","(-0.1542, -0.18915)",0.07865587430433847
6483,Wandsworth - West Chelsea,20424,"(51.45998, 51.48226)","(-0.19446, -0.17975)",0.0784944500814808
2881,Earl's Court - Walham Green,20409,"(51.49213, 51.47731)","(-0.19276, -0.19283)",0.07843679857331734
3243,Finsbury - King's Cross,20351,"(51.52687, 51.53367)","(-0.10235, -0.12209)",0.07821387940841866
6177,St. James's - Victoria,20320,"(51.50703, 51.49382)","(-0.1332, -0.14285)",0.07809473295821419
2551,Covent Garden - Euston,20317,"(51.51554, 51.5261)","(-0.12301, -0.13489)",0.0780832026565815
4656,Limehouse - Whitechapel,20302,"(51.5121, 51.51808)","(-0.03294, -0.06597)",0.07802555114841804
2828,Earl's Court - Kensington Gardens,20261,"(51.49213, 51.506)","(-0.19276, -0.18487)",0.07786797035943793
3220,Farringdon - Waterloo,20257,"(51.51778, 51.50095)","(-0.1022, -0.11342)",0.07785259662392768
6017,Soho - South Bank,20246,"(51.5134, 51.50561)","(-0.13325, -0.1129)",0.07781031885127448
811,Battersea Park - Hyde Park,20241,"(51.47738, 51.50562)","(-0.1542, -0.16149)",0.07779110168188666
1168,Bermondsey - Southwark,20187,"(51.49718, 51.50394)","(-0.073, -0.10448)",0.07758355625249823
2173,Chelsea - West Brompton,20065,"(51.48862, 51.48486)","(-0.16723, -0.18634)",0.07711465731943548
1640,Bow - Liverpool Street,20052,"(51.5255, 51.51883)","(-0.02317, -0.08165)",0.07706469267902714
3732,Haggerston - Queen Elizabeth Olympic Park,20034,"(51.53581, 51.54529)","(-0.07083, -0.01581)",0.07699551086923101
5812,Sands End - South Kensington,20003,"(51.47049, 51.49441)","(-0.18915, -0.17807)",0.07687636441902654
473,Bankside - Elephant & Castle,19994,"(51.50618, 51.49684)","(-0.09824, -0.10327)",0.07684177351412846
3776,Hammersmith - Hyde Park,19973,"(51.48948, 51.50562)","(-0.22358, -0.16149)",0.07676106140269963
5347,Old Ford - Stepney,19965,"(51.53424, 51.51704)","(-0.03165, -0.04924)",0.07673031393167912
555,Bankside - Westminster,19925,"(51.50618, 51.49676)","(-0.09824, -0.13301)",0.07657657657657657
3432,Fulham - Shepherd's Bush,19904,"(51.47634, 51.50309)","(-0.21127, -0.21891)",0.07649586446514774
1028,Belgravia - Knightsbridge,19901,"(51.49656, 51.49808)","(-0.15272, -0.16788)",0.07648433416351505
707,Battersea - Kensington,19881,"(51.47151, 51.50034)","(-0.16366, -0.19268)",0.07640746548596378
4993,Mile End - Victoria Park,19835,"(51.52326, 51.53902)","(-0.03619, -0.03903)",0.07623066752759586
6407,Tower - Whitechapel,19812,"(51.50894, 51.51808)","(-0.07437, -0.06597)",0.0761422685484119
761,Battersea - Walham Green,19802,"(51.47151, 51.47731)","(-0.16366, -0.19283)",0.07610383420963626
4041,Hoxton - Strand,19755,"(51.53134, 51.51027)","(-0.08565, -0.12048)",0.07592319281739077
1585,Borough - Tower,19739,"(51.49946, 51.50894)","(-0.09326, -0.07437)",0.07586169787534976
1035,Belgravia - Mayfair,19637,"(51.49656, 51.50988)","(-0.15272, -0.1479)",0.07546966761983827
6116,South Kensington - Strand,19585,"(51.49441, 51.51027)","(-0.17807, -0.12048)",0.07526980905820496
1933,Camden Town - Mayfair,19488,"(51.53821, 51.50988)","(-0.14134, -0.1479)",0.0748969959720813
287,Avondale - Notting Hill,19452,"(51.51154, 51.51034)","(-0.21514, -0.19818)",0.074758632352489
5957,Shoreditch - St. Paul's,19407,"(51.52416, 51.51356)","(-0.07619, -0.0994)",0.07458567782799864
1472,Bloomsbury - South Bank,19390,"(51.52292, 51.50561)","(-0.12635, -0.1129)",0.07452033945208006
4927,Mayfair - St.John's Wood,19365,"(51.50988, 51.52981)","(-0.1479, -0.17254)",0.07442425360514097
3716,Haggerston - Mile End,19347,"(51.53581, 51.52326)","(-0.07083, -0.03619)",0.07435507179534483
1821,Brook Green - Hammersmith,19320,"(51.4955, 51.48948)","(-0.21984, -0.22358)",0.07425129908065062
6144,Southwark - Strand,19310,"(51.50394, 51.51027)","(-0.10448, -0.12048)",0.07421286474187498
4878,Marylebone - Vauxhall,19297,"(51.51948, 51.49028)","(-0.15783, -0.1185)",0.07416290010146666
1486,Bloomsbury - Vauxhall,19245,"(51.52292, 51.49028)","(-0.12635, -0.1185)",0.07396304153983335
936,Bayswater - North Kensington,19244,"(51.515, 51.51904)","(-0.18647, -0.21138)",0.07395919810595579
3875,Holborn - Pimlico,19240,"(51.51776, 51.48891)","(-0.11324, -0.13785)",0.07394382437044553
5947,Shepherd's Bush - White City,19238,"(51.50309, 51.51196)","(-0.21891, -0.22494)",0.0739361375026904
4073,Hyde Park - Maida Vale,19210,"(51.50562, 51.52626)","(-0.16149, -0.18231)",0.07382852135411862
4356,Kensington Gardens - Paddington,19195,"(51.506, 51.51778)","(-0.18487, -0.17339)",0.07377086984595517
1237,Bethnal Green - Limehouse,19112,"(51.52744, 51.5121)","(-0.05739, -0.03294)",0.07345186483411739
955,Bayswater - Soho,19103,"(51.515, 51.5134)","(-0.18647, -0.13325)",0.07341727392921932
3897,Holborn - Stockwell,19070,"(51.51776, 51.4741)","(-0.11324, -0.11947)",0.07329044061125972
3901,Holborn - The Regent's Park,19025,"(51.51776, 51.53038)","(-0.11324, -0.15448)",0.07311748608676936
2433,Clapham Junction - Stockwell,18999,"(51.46406, 51.4741)","(-0.17169, -0.11947)",0.0730175568059527
2462,Clerkenwell - Euston,18967,"(51.5262, 51.5261)","(-0.10962, -0.13489)",0.07289456692187067
872,Battersea Park - Wandsworth Road,18924,"(51.47738, 51.47301)","(-0.1542, -0.13444)",0.07272929926513544
338,Bank - Barbican,18921,"(51.5128, 51.52011)","(-0.09163, -0.09512)",0.07271776896350275
3911,Holborn - Wapping,18832,"(51.51776, 51.50669)","(-0.11324, -0.06397)",0.07237570334839959
3274,Finsbury - Shoreditch,18811,"(51.52687, 51.52416)","(-0.10235, -0.07619)",0.07229499123697075
3678,Hackney Wick - Stratford,18765,"(51.54031, 51.5418)","(-0.02163, -0.00481)",0.07211819327860283
1860,Brook Green - Shepherd's Bush,18705,"(51.4955, 51.50309)","(-0.21984, -0.21891)",0.07188758724594901
4381,Kensington Gardens - Strand,18697,"(51.506, 51.51027)","(-0.18487, -0.12048)",0.07185683977492852
2836,Earl's Court - Marylebone,18663,"(51.49213, 51.51948)","(-0.19276, -0.15783)",0.07172616302309134
3143,Euston - Westminster,18662,"(51.5261, 51.49676)","(-0.13489, -0.13301)",0.07172231958921378
4664,Liverpool Street - Moorgate,18657,"(51.51883, 51.5203)","(-0.08165, -0.08794)",0.07170310241982597
2456,Clerkenwell - Covent Garden,18657,"(51.5262, 51.51554)","(-0.10962, -0.12301)",0.07170310241982597
4037,Hoxton - St. Paul's,18650,"(51.53134, 51.51356)","(-0.08565, -0.0994)",0.07167619838268302
5952,Shoreditch - South Bank,18559,"(51.52416, 51.50561)","(-0.07619, -0.1129)",0.07132644589982474
88,Aldgate - St. Paul's,18555,"(51.51398, 51.51356)","(-0.07464, -0.0994)",0.07131107216431448
6333,Strand - Whitechapel,18510,"(51.51027, 51.51808)","(-0.12048, -0.06597)",0.07113811763982412
5487,Paddington - St.John's Wood,18495,"(51.51778, 51.52981)","(-0.17339, -0.17254)",0.07108046613166066
382,Bank - King's Cross,18491,"(51.5128, 51.53367)","(-0.09163, -0.12209)",0.07106509239615041
1570,Borough - Soho,18425,"(51.49946, 51.5134)","(-0.09326, -0.13325)",0.07081142576023122
205,Angel - Strand,18419,"(51.53324, 51.51027)","(-0.10652, -0.12048)",0.07078836515696584
5493,Paddington - The Regent's Park,18385,"(51.51778, 51.53038)","(-0.17339, -0.15448)",0.07065768840512868
3758,Haggerston - Victoria Park,18327,"(51.53581, 51.53902)","(-0.07083, -0.03903)",0.07043476924023
115,Angel - Bank,18321,"(51.53324, 51.5128)","(-0.10652, -0.09163)",0.07041170863696461
337,Bank - Bankside,18317,"(51.5128, 51.50618)","(-0.09163, -0.09824)",0.07039633490145436
983,Bayswater - West End,18304,"(51.515, 51.50988)","(-0.18647, -0.13306)",0.07034637026104602
363,Bank - Elephant & Castle,18270,"(51.5128, 51.49684)","(-0.09163, -0.10327)",0.07021569350920887
1944,Camden Town - Paddington,18248,"(51.53821, 51.51778)","(-0.14134, -0.17339)",0.07013113796390247
4102,Hyde Park - South Bank,18248,"(51.50562, 51.50561)","(-0.16149, -0.1129)",0.07013113796390247
2464,Clerkenwell - Finsbury,18222,"(51.5262, 51.52687)","(-0.10962, -0.10235)",0.07003120868308582
4544,Ladbroke Grove - Notting Hill,18216,"(51.51095, 51.51034)","(-0.20618, -0.19818)",0.07000814807982043
2442,Clapham Junction - Walham Green,18210,"(51.46406, 51.47731)","(-0.17169, -0.19283)",0.06998508747655505
5965,Shoreditch - Tower,18149,"(51.52416, 51.50894)","(-0.07619, -0.07437)",0.06975063801002368
5286,Notting Hill - Shepherd's Bush,18104,"(51.51034, 51.50309)","(-0.19818, -0.21891)",0.06957768348553331
3808,Hammersmith - Sands End,18092,"(51.48948, 51.47049)","(-0.22358, -0.18915)",0.06953156227900255
1142,Bermondsey - Monument,18064,"(51.49718, 51.50981)","(-0.073, -0.08432)",0.06942394613043078
4946,Mayfair - West Chelsea,18058,"(51.50988, 51.48226)","(-0.1479, -0.17975)",0.06940088552716539
149,Angel - Hackney Central,18037,"(51.53324, 51.53829)","(-0.10652, -0.05902)",0.06932017341573656
966,Bayswater - Strand,18025,"(51.515, 51.51027)","(-0.18647, -0.12048)",0.0692740522092058
430,Bank - Tower,17989,"(51.5128, 51.50894)","(-0.09163, -0.07437)",0.0691356885896135
411,Bank - Shadwell,17983,"(51.5128, 51.51053)","(-0.09163, -0.05564)",0.06911262798634812
4499,Knightsbridge - Soho,17947,"(51.49808, 51.5134)","(-0.16788, -0.13325)",0.06897426436675583
2632,Covent Garden - Westminster,17942,"(51.51554, 51.49676)","(-0.12301, -0.13301)",0.06895504719736802
4248,Kennington - Strand,17928,"(51.48872, 51.51027)","(-0.10729, -0.12048)",0.06890123912308213
1048,Belgravia - Pimlico,17922,"(51.49656, 51.48891)","(-0.15272, -0.13785)",0.06887817851981674
4852,Marylebone - Portobello,17919,"(51.51948, 51.51844)","(-0.15783, -0.2023)",0.06886664821818406
3088,Euston - Mayfair,17884,"(51.5261, 51.50988)","(-0.13489, -0.1479)",0.06873212803246932
1171,Bermondsey - St. Paul's,17872,"(51.49718, 51.51356)","(-0.073, -0.0994)",0.06868600682593856
422,Bank - St. Paul's,17869,"(51.5128, 51.51356)","(-0.09163, -0.0994)",0.06867447652430587
173,Angel - Moorgate,17816,"(51.53324, 51.5203)","(-0.10652, -0.08794)",0.068470774528795
529,Bankside - Southwark,17815,"(51.50618, 51.50394)","(-0.09824, -0.10448)",0.06846693109491744
1077,Belgravia - Victoria,17775,"(51.49656, 51.49382)","(-0.15272, -0.14285)",0.0683131937398149
2388,Clapham Junction - Kensington,17728,"(51.46406, 51.50034)","(-0.17169, -0.19268)",0.06813255234756942
1090,Belgravia - Westminster,17710,"(51.49656, 51.49676)","(-0.15272, -0.13301)",0.06806337053777327
4294,Kensington - Portobello,17703,"(51.50034, 51.51844)","(-0.19268, -0.2023)",0.06803646650063032
5275,Notting Hill - Paddington,17675,"(51.51034, 51.51778)","(-0.19818, -0.17339)",0.06792885035205855
