int64_field_0,id,latitude,locked,longitude,name,terminal_name,borough,string_field_8,borough_key
333,621,51.46086446,False,-0.187427294,"Wandsworth Town Station, Wandsworth",200091,Wandsworth,,2
350,766,51.45752945,False,-0.192165613,"Ram Street, Wandsworth",200079,Wandsworth,,2
372,665,51.46108367,False,-0.191722864,"Smugglers Way, Wandsworth",200113,Wandsworth,,2
382,658,51.47729232,False,-0.16478637,"Ethelburga Estate, Battersea Park",300005,Wandsworth,,2
385,708,51.46161068,,-0.21614583,"Disraeli Road, Putney",200217,Wandsworth,,2
386,768,51.46134382,False,-0.159322467,"Clapham Common North Side, Clapham Common",300065,Wandsworth,,2
401,694,51.46071722,False,-0.216526155,"Putney Rail Station, Putney",300033,Wandsworth,,2
415,684,51.45475251,False,-0.195197203,"Neville Gill Close, Wandsworth",200188,Wandsworth,,2
430,623,51.46193072,False,-0.180791784,"Nantes Close, Wandsworth",200186,Wandsworth,,2
439,670,51.46718562,False,-0.152248582,"Ashley Crescent, Battersea",200169,Wandsworth,,2
459,776,51.460333,False,-0.167029,"Abyssinia Close, Clapham Junction",300099,Wandsworth,,2
462,726,51.47505096,False,-0.150908371,"Alfreda Street, Battersea Park",300047,Wandsworth,,2
486,627,51.4687905,False,-0.158230901,"Holden Street, Battersea",200007,Wandsworth,,2
489,777,51.46192307,False,-0.165297857,"Limburg Road, Clapham Junction",300100,Wandsworth,,2
524,690,51.47047503,False,-0.152130083,"Stanley Grove, Battersea",200199,Wandsworth,,2
531,638,51.46663393,False,-0.169821175,"Falcon Road, Clapham Junction",300014,Wandsworth,,2
532,714,51.47311696,False,-0.137235175,"Stewart's Road, Wandsworth Road",300055,Wandsworth,,2
553,664,51.474376,False,-0.155442787,"Austin Road, Battersea Park",300013,Wandsworth,,2
557,680,51.47768469,False,-0.170329317,"Westbridge Road, Battersea",200210,Wandsworth,,2
607,183,51.482362,False,-0.13612398,"Riverlight North, Nine Elms",1165,Wandsworth,,2
610,620,51.47518024,False,-0.167160736,"Surrey Lane, Battersea",300010,Wandsworth,,2
611,675,51.46348914,False,-0.182126248,"Usk Road, Clapham Junction",200126,Wandsworth,,2
612,800,51.48112194,False,-0.149035375,"Sopwith Way, Battersea Park",300248,Wandsworth,,2
651,625,51.47761941,False,-0.149551631,"Queen's Circus, Battersea Park",200190,Wandsworth,,2
653,689,51.45922541,False,-0.180884959,"Spanish Road, Clapham Junction",200106,Wandsworth,,2
668,632,51.47053858,False,-0.163041605,"Sheepcote Lane, Battersea",200176,Wandsworth,,2
672,678,51.46231278,False,-0.211468596,"Esmond Street, Putney",200170,Wandsworth,,2
673,734,51.46230566,False,-0.175407201,"Plough Terrace, Clapham Junction",300094,Wandsworth,,2
683,817,51.48133547,False,-0.138212296,"Riverlight South, Nine Elms",300232,Wandsworth,,2
685,750,51.4710956,False,-0.157850096,"Culvert Road, Battersea",300080,Wandsworth,,2
687,735,51.46489445,False,-0.17302926,"Grant Road East, Clapham Junction",200120,Wandsworth,,2
706,834,51.477966,False,-0.14785703,"Gas Holders, Battersea Park",300216,Wandsworth,,2
709,744,51.46745485,False,-0.172293499,"Ingrave Street, Clapham Junction",300077,Wandsworth,,2
720,629,51.45995384,False,-0.190184054,"Morie Street, Wandsworth",200187,Wandsworth,,2
748,631,51.4795017,False,-0.141770709,"Battersea Park Road, Nine Elms",200183,Wandsworth,,2
765,764,51.46239255,False,-0.16829214,"St. John's Road, Clapham Junction",200185,Wandsworth,,2
7,634,51.49434708,False,-0.215804559,"Brook Green South, Brook Green",300002,Hammersmith and Fulham,,2
15,598,51.494499,False,-0.228188,"Southerton Road, Hammersmith",200166,Hammersmith and Fulham,,2
22,682,51.48810829,False,-0.22660621,"Crisp Road, Hammersmith",200059,Hammersmith and Fulham,,2
48,617,51.47107905,False,-0.207842908,"Elysium Place, Fulham",200028,Hammersmith and Fulham,,2
50,720,51.48724429,False,-0.205279052,"Star Road, West Kensington",300038,Hammersmith and Fulham,,2
52,616,51.48102131,False,-0.209973497,"Aintree Street, Fulham",200098,Hammersmith and Fulham,,2
53,729,51.47893931,False,-0.208485293,"St. Peter's Terrace, Fulham",300043,Hammersmith and Fulham,,2
65,738,51.47514228,False,-0.187278987,"Imperial Road, Sands End",300087,Hammersmith and Fulham,,2
84,769,51.473611,False,-0.191803,"Sandilands Road, Walham Green",300001,Hammersmith and Fulham,,2
88,727,51.47569809,False,-0.20587627,"Chesilton Road, Fulham",300054,Hammersmith and Fulham,,2
91,615,51.4768851,False,-0.215895601,"Finlay Street, Fulham",200029,Hammersmith and Fulham,,2
92,618,51.47625965,False,-0.193254007,"Eel Brook Common, Walham Green",300003,Hammersmith and Fulham,,2
124,525,51.496927,False,-0.21350087,"Blythe Road, Olympia",200153,Hammersmith and Fulham,,2
128,761,51.48321729,False,-0.211860644,"Humbolt Road, Fulham",300068,Hammersmith and Fulham,,2
130,597,51.473471,False,-0.20782,"Fulham Park Road, Fulham",200229,Hammersmith and Fulham,,2
199,657,51.49968,False,-0.221791551,"Blythe Road West, Shepherd's Bush",200220,Hammersmith and Fulham,,2
211,736,51.50659035,False,-0.216104479,"Queensdale Road, Shepherd's Bush",300088,Hammersmith and Fulham,,2
213,633,51.48959104,False,-0.209378594,"Vereker Road, West Kensington",200116,Hammersmith and Fulham,,2
219,671,51.475089,False,-0.201968,"Parsons Green Station, Parsons Green",300052,Hammersmith and Fulham,,2
240,626,51.48438657,False,-0.20481514,"Normand Park, West Kensington",300008,Hammersmith and Fulham,,2
246,647,51.50035306,False,-0.217515071,"Richmond Way, Shepherd's Bush",200181,Hammersmith and Fulham,,2
252,711,51.48335692,False,-0.216305546,"Everington Street, Fulham",300028,Hammersmith and Fulham,,2
264,571,51.506256,False,-0.218337,"Westfield Southern Terrace ,Shepherd's Bush",200061,Hammersmith and Fulham,,2
266,770,51.491026,False,-0.209121,"Gwendwr Road, West Kensington",300097,Hammersmith and Fulham,,2
269,723,51.46822047,False,-0.190346493,"Stephendale Road, Sands End",300053,Hammersmith and Fulham,,2
287,668,51.49422354,False,-0.236769936,"Ravenscourt Park Station, Hammersmith",300037,Hammersmith and Fulham,,2
290,599,51.485743,False,-0.223616,"Manbre Road, Hammersmith",200235,Hammersmith and Fulham,,2
291,636,51.46706414,False,-0.193502076,"South Park, Sands End",200180,Hammersmith and Fulham,,2
351,780,51.474665,False,-0.18316517,"Imperial Wharf Station, Sands End",300070,Hammersmith and Fulham,,2
357,667,51.5015946,False,-0.222293381,"Shepherd's Bush Road North, Shepherd's Bush",200209,Hammersmith and Fulham,,2
358,635,51.48606206,False,-0.214428378,"Greyhound Road, Hammersmith",200215,Hammersmith and Fulham,,2
359,619,51.4737636,False,-0.197010096,"Irene Road, Parsons Green",300012,Hammersmith and Fulham,,2
412,852,51.4835707,False,-0.2020387,"Coomer Place, West Kensington",300006,Hammersmith and Fulham,,2
417,644,51.48373225,False,-0.223852256,"Rainville Road, Hammersmith",200182,Hammersmith and Fulham,,2
419,731,51.47727637,False,-0.189210466,"Michael Road, Walham Green",300095,Hammersmith and Fulham,,2
437,655,51.48294452,False,-0.219346128,"Crabtree Lane, Fulham",200221,Hammersmith and Fulham,,2
468,782,51.483911,False,-0.19760944,"Halford Road, West Kensington",300210,Hammersmith and Fulham,,2
470,686,51.48814438,False,-0.222456468,"Beryl Road, Hammersmith",200097,Hammersmith and Fulham,,2
488,696,51.48728535,False,-0.217995921,"Charing Cross Hospital, Hammersmith",300018,Hammersmith and Fulham,,2
501,707,51.49021762,False,-0.215087092,"Barons Court Station, West Kensington",200197,Hammersmith and Fulham,,2
534,608,51.491093,False,-0.216493,"Colet Gardens, Hammersmith",200224,Hammersmith and Fulham,,2
550,660,51.49087074,False,-0.206029743,"West Kensington Station, West Kensington",300020,Hammersmith and Fulham,,2
563,681,51.47303687,False,-0.214749808,"Bishop's Avenue, Fulham",200043,Hammersmith and Fulham,,2
571,730,51.49208492,False,-0.229116862,"Bridge Avenue, Hammersmith",300082,Hammersmith and Fulham,,2
575,596,51.472817,False,-0.199783,"Parson's Green , Parson's Green",200237,Hammersmith and Fulham,,2
593,566,51.509158,False,-0.224103,"Westfield Ariel Way, White City",200141,Hammersmith and Fulham,,2
602,774,51.470131,False,-0.20464,"Hurlingham Park, Parsons Green",300098,Hammersmith and Fulham,,2
622,607,51.468814,False,-0.210279,"Putney Bridge Station, Fulham",200125,Hammersmith and Fulham,,2
627,595,51.493267,False,-0.21985,"Hammersmith Road, Hammersmith",200142,Hammersmith and Fulham,,2
631,648,51.46904022,False,-0.19627483,"Peterborough Road, Sands End",200171,Hammersmith and Fulham,,2
648,613,51.50403821,False,-0.217400093,"Woodstock Grove, Shepherd's Bush",200214,Hammersmith and Fulham,,2
650,628,51.46881971,False,-0.184318843,"William Morris Way, Sands End",200062,Hammersmith and Fulham,,2
669,656,51.46841875,False,-0.199135704,"Broomhouse Lane, Parsons Green",200040,Hammersmith and Fulham,,2
693,765,51.46760141,False,-0.20682737,"Ranelagh Gardens, Fulham",300064,Hammersmith and Fulham,,2
703,691,51.47946386,False,-0.195777222,"Erin Close, Walham Green",200184,Hammersmith and Fulham,,2
705,737,51.47993289,False,-0.19411695,"Fulham Broadway, Walham Green",300086,Hammersmith and Fulham,,2
728,601,51.514767,False,-0.225787,"BBC White City, White City",200136,Hammersmith and Fulham,,2
789,775,51.496664,False,-0.223868,"Little Brook Green, Brook Green",300101,Hammersmith and Fulham,,2
11,2,51.49960695,False,-0.197574246,"Phillimore Gardens, Kensington",1018,Kensington and Chelsea,,2
18,157,51.50039792,False,-0.193068385,"Wright's Lane, Kensington",1094,Kensington and Chelsea,,2
30,37,51.49159394,False,-0.192369256,"Penywern Road, Earl's Court",3444,Kensington and Chelsea,,2
47,560,51.511624,False,-0.205921,"Ladbroke Grove Central, Ladbroke Grove",200015,Kensington and Chelsea,,2
54,293,51.49815779,False,-0.209494128,"Kensington Olympia Station, Olympia",1214,Kensington and Chelsea,,2
58,219,51.49016361,False,-0.19039362,"Bramham Gardens, Earl's Court",1183,Kensington and Chelsea,,2
71,171,51.4916156,False,-0.186753859,"Collingham Gardens, Earl's Court",3459,Kensington and Chelsea,,2
83,543,51.509591,False,-0.204666,"Lansdowne Walk, Ladbroke Grove",200065,Kensington and Chelsea,,2
90,307,51.50990837,False,-0.187842717,"Black Lion Gate, Kensington Gardens",1157,Kensington and Chelsea,,2
93,651,51.48089844,False,-0.183853573,"Thorndike Close, West Chelsea",300030,Kensington and Chelsea,,2
102,622,51.50748124,False,-0.205535908,"Lansdowne Road, Ladbroke Grove",200172,Kensington and Chelsea,,2
103,216,51.49094565,False,-0.181190899,"Old Brompton Road, South Kensington",3479,Kensington and Chelsea,,2
143,212,51.50658458,False,-0.199004026,"Campden Hill Road, Notting Hill",3487,Kensington and Chelsea,,2
146,158,51.49085368,False,-0.196170309,"Trebovir Road, Earl's Court",1113,Kensington and Chelsea,,2
147,296,51.49363156,False,-0.190603326,"Knaresborough Place, Earl's Court",200069,Kensington and Chelsea,,2
156,36,51.50173726,False,-0.184980612,"De Vere Gardens, Kensington",3446,Kensington and Chelsea,,2
171,589,51.487196,False,-0.179369,"Drayton Gardens, West Chelsea",200060,Kensington and Chelsea,,2
179,163,51.4931848,False,-0.167894973,"Sloane Avenue, Knightsbridge",3461,Kensington and Chelsea,,2
188,337,51.51108452,False,-0.197524944,"Pembridge Villas, Notting Hill",2589,Kensington and Chelsea,,2
194,155,51.49586666,False,-0.191933711,"Lexham Gardens, Kensington",1121,Kensington and Chelsea,,2
196,611,51.50646524,False,-0.208486599,"Princedale Road , Holland Park",200067,Kensington and Chelsea,,2
216,333,51.50860544,False,-0.193764092,"Palace Gardens Terrace, Notting Hill",2633,Kensington and Chelsea,,2
224,38,51.4973875,False,-0.197245586,"Abingdon Villas, Kensington",3442,Kensington and Chelsea,,2
233,610,51.48256792,False,-0.172078187,"Danvers Street, West Chelsea",200222,Kensington and Chelsea,,2
243,151,51.51213691,False,-0.201554966,"Chepstow Villas, Notting Hill",1120,Kensington and Chelsea,,2
274,97,51.49792478,False,-0.183834706,"Gloucester Road (North), Kensington",3447,Kensington and Chelsea,,2
278,643,51.5190427,False,-0.204764421,"All Saints' Road, Portobello",300026,Kensington and Chelsea,,2
279,649,51.48180515,False,-0.18027465,"World's End Place, West Chelsea",300009,Kensington and Chelsea,,2
283,758,51.51787005,False,-0.201005397,"Westbourne Park Road, Portobello",300057,Kensington and Chelsea,,2
286,606,51.504199,False,-0.210941,"Addison Road, Holland Park",200218,Kensington and Chelsea,,2
294,739,51.48176572,False,-0.185273723,"Hortensia Road, West Brompton",300091,Kensington and Chelsea,,2
296,209,51.49358391,False,-0.165101392,"Denyer Street, Knightsbridge",3454,Kensington and Chelsea,,2
304,384,51.496481,False,-0.192404,"Marloes Road, Kensington",3505,Kensington and Chelsea,,2
310,103,51.50472376,False,-0.192538767,"Vicarage Gate, Kensington",3441,Kensington and Chelsea,,2
312,529,51.486892,False,-0.170983,"Manresa Road, Chelsea",200010,Kensington and Chelsea,,2
316,332,51.49334336,False,-0.194757949,"Nevern Place, Earl's Court",1210,Kensington and Chelsea,,2
326,757,51.48795853,False,-0.187404506,"Harcourt Terrace, West Brompton",300069,Kensington and Chelsea,,2
334,250,51.489932,False,-0.162727,"Royal Avenue 1, Chelsea",3440,Kensington and Chelsea,,2
335,280,51.490083,False,-0.162418,"Royal Avenue 2, Chelsea",3462,Kensington and Chelsea,,2
336,220,51.49066456,False,-0.166485083,"Chelsea Green, Chelsea",1179,Kensington and Chelsea,,2
346,128,51.49536226,False,-0.185296516,"Emperor's Gate, South Kensington",1116,Kensington and Chelsea,,2
370,133,51.50136494,False,-0.191462381,"Derry Street, Kensington",3436,Kensington and Chelsea,,2
373,742,51.51510818,False,-0.208565479,"Blenheim Crescent, Ladbroke Grove",300090,Kensington and Chelsea,,2
374,142,51.49372451,False,-0.198286569,"West Cromwell Road, Earl's Court",1001,Kensington and Chelsea,,2
376,662,51.48498496,False,-0.167919869,"Phene Street, Chelsea",200189,Kensington and Chelsea,,2
377,755,51.48512191,False,-0.174971902,"The Vale, Chelsea",300058,Kensington and Chelsea,,2
389,404,51.50204238,False,-0.184400221,"Palace Gate, Kensington Gardens",1110,Kensington and Chelsea,,2
391,405,51.49418566,False,-0.18267094,"Gloucester Road Station, South Kensington",1107,Kensington and Chelsea,,2
399,113,51.49646288,False,-0.183289032,"Gloucester Road (Central), South Kensington",3435,Kensington and Chelsea,,2
405,771,51.509224,False,-0.216016,"Rifle Place, Avondale",300007,Kensington and Chelsea,,2
406,145,51.50074359,False,-0.202759212,"Ilchester Place, Kensington",1115,Kensington and Chelsea,,2
413,150,51.49705603,False,-0.168917077,"Holy Trinity Brompton, Knightsbridge",1002,Kensington and Chelsea,,2
422,432,51.496468,False,-0.17379696,"Exhibition Road Museums 1, South Kensington",22158,Kensington and Chelsea,,2
433,515,51.500088,False,-0.211316,"Russell Gardens, Olympia",200080,Kensington and Chelsea,,2
435,559,51.501391,False,-0.205991,"Abbotsbury Road, Holland Park",200111,Kensington and Chelsea,,2
436,740,51.51092871,False,-0.214594781,"Sirdar Road, Avondale",300084,Kensington and Chelsea,,2
441,398,51.502319,False,-0.200742,"Holland Park, Kensington",10631,Kensington and Chelsea,,2
448,482,51.495947,False,-0.17368958,"Exhibition Road Museums 2, South Kensington",200052,Kensington and Chelsea,,2
449,395,51.492462,False,-0.159919,"Cadogan Gardens, Chelsea",2695,Kensington and Chelsea,,2
457,527,51.503802,False,-0.215808,"Hansard Mews, Holland Park",200154,Kensington and Chelsea,,2
467,746,51.4795738,False,-0.17903854,"Lots Road, West Chelsea",300076,Kensington and Chelsea,,2
478,356,51.494412,False,-0.173881,"South Kensington Station, South Kensington",2685,Kensington and Chelsea,,2
511,277,51.50315739,False,-0.191496313,"Kensington Church Street, Kensington",1143,Kensington and Chelsea,,2
514,375,51.50194596,False,-0.194392952,"Kensington Town Hall, Kensington",10632,Kensington and Chelsea,,2
525,754,51.5129006,False,-0.214762686,"Grenfell Road, Avondale",300067,Kensington and Chelsea,,2
535,211,51.49464523,False,-0.158105512,"Cadogan Place, Knightsbridge",3469,Kensington and Chelsea,,2
549,650,51.51687069,False,-0.213872396,"St. Mark's Road, North Kensington",300034,Kensington and Chelsea,,2
552,663,51.51323001,False,-0.211593602,"Clarendon Road, Avondale",200124,Kensington and Chelsea,,2
569,430,51.48902,False,-0.17524,"South Parade, Chelsea",22182,Kensington and Chelsea,,2
570,573,51.485587,False,-0.18119,"Limerston Street, West Chelsea",200001,Kensington and Chelsea,,2
576,741,51.5129814,False,-0.219486603,"Freston Road, Avondale",300085,Kensington and Chelsea,,2
581,807,51.5212,False,-0.208888173,"Bevington Road West, North Kensington",300236,Kensington and Chelsea,,2
596,168,51.50040123,False,-0.195455928,"Argyll Road, Kensington",3463,Kensington and Chelsea,,2
597,172,51.49121192,False,-0.173715911,"Sumner Place, South Kensington",1124,Kensington and Chelsea,,2
600,218,51.48971651,False,-0.170194408,"St. Luke's Church, Chelsea",3486,Kensington and Chelsea,,2
603,379,51.51431171,False,-0.200838199,"Turquoise Island, Notting Hill",2682,Kensington and Chelsea,,2
608,442,51.510101,False,-0.211358,"Walmer Road, Avondale",200035,Kensington and Chelsea,,2
649,747,51.48796408,False,-0.161765173,"Ormonde Gate, Chelsea",300089,Kensington and Chelsea,,2
654,781,51.495898,False,-0.173009,"Victoria & Albert Museum, South Kensington",300032,Kensington and Chelsea,,2
671,225,51.50935342,False,-0.196422,"Notting Hill Gate Station, Notting Hill",1182,Kensington and Chelsea,,2
682,187,51.49247977,False,-0.178433004,"Queen's Gate (South), South Kensington",1172,Kensington and Chelsea,,2
697,143,51.4968865,False,-0.161203828,"Pont Street, Knightsbridge",1114,Kensington and Chelsea,,2
718,368,51.50024195,False,-0.15934065,"Harriet Street, Knightsbridge",2681,Kensington and Chelsea,,2
721,652,51.51148696,False,-0.218190203,"Evesham Street, Avondale",300022,Kensington and Chelsea,,2
724,231,51.49396755,False,-0.17873226,"Queen's Gate (Central), South Kensington",1089,Kensington and Chelsea,,2
725,274,51.49671237,False,-0.20528437,"Warwick Road, Olympia",1134,Kensington and Chelsea,,2
730,5,51.49313,False,-0.156876,"Sedding Street, Sloane Square",3420,Kensington and Chelsea,,2
742,266,51.50102668,False,-0.180246101,"Queen's Gate (North), Kensington",1204,Kensington and Chelsea,,2
746,166,51.50185512,False,-0.159237081,"Seville Street, Knightsbridge",1177,Kensington and Chelsea,,2
751,345,51.48802358,False,-0.166878535,"Flood Street, Chelsea",1218,Kensington and Chelsea,,2
769,745,51.47816972,False,-0.18243547,"Upcerne Road, West Chelsea",300075,Kensington and Chelsea,,2
791,661,51.51632095,False,-0.202608612,"All Saints Church, Portobello",300023,Kensington and Chelsea,,2
799,378,51.49559291,False,-0.179077626,"Natural History Museum, South Kensington",2677,Kensington and Chelsea,,2
